count,date,title,description,org_link,link
1,2024-02-15 12:33:00,신범철 &quot;천안 발전에 올인…약속 못 지키면 출마 다시 안 할 것&quot;,"또 종축장 이전과 기업유치, 천안역에 국방<b>AI</b>센터 유치, 동천안IC 인근 산단-동면 빙그레 산단 연계 기업... 신 전 차관은 천안남산초, 천안계광중, 북일고, 충남대 법대·법과대학원을 졸업했고 한국국방연구원 북한<b>군사</b>... ",https://news.tvchosun.com/site/data/html_dir/2024/02/15/2024021590075.html,https://n.news.naver.com/mnews/article/448/0000447913?sid=100
2,2024-02-15 12:26:00,"[특별기고] 2024년 국가 안보, 사이버공격 기반의 복합 안보위협 대비",그 중에서도 공통적으로 손꼽는 핵심 보안 위협은 &quot;생성형 <b>AI</b>의 위협&quot;과 &quot;정치·사회적 이슈와 관련된... 더불어 북한은 <b>군사</b>적 위협을 한층 높이는 가운데 국가 기능을 마비시키거나 사회질서를 혼란시키려는 목적으로... ,https://www.dailysecu.com/news/articleView.html?idxno=153561,https://www.dailysecu.com/news/articleView.html?idxno=153561
3,2024-02-15 11:48:00,北정찰총국 해커집단 '김수키' 챗GPT 썼다…중·러·이란도 활용,"북한·중국·러시아·이란 해커들이 오픈<b>AI</b>의 생성형 인공지능(<b>AI</b>) ‘챗GPT’를 활용해 온 것으로 확인됐다.... 이외에도 러시아 <b>군사</b> 정보 기관과 연계된 해커집단 스트론튬 그룹은 위성 통신 프로토콜, 레이더 이미지... ",https://www.joongang.co.kr/article/25228845,https://n.news.naver.com/mnews/article/025/0003341519?sid=104
4,2024-02-15 11:01:00,北 김수키도 챗GPT 썼다...MS “문제 계정 삭제 조치”,에드워드 아모로소 뉴욕대 교수는 영국 가디언에 “<b>AI</b>와 대규모 언어 모델의 사용이 당장 눈에 띄는 위협이 되지 않을 수 있지만 결국 모든 국가 <b>군사</b>력의 공격에서 가장 강력한 무기 중 하나가 될 것”이라고... ,https://www.chosun.com/economy/tech_it/2024/02/15/PZP5FNMACZF53B5DTG7GPXZV4U/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003816822?sid=105
5,2024-02-15 10:14:00,"북한·러시아·중국·이란, 해킹 공격에 美 '챗GPT' 사용(상보)","북한을 비롯한 러시아, 중국, 이란이 생성형 인공지능(<b>AI</b>) 챗봇 '챗GPT'를 해킹 공격에 사용한 것으로... 러시아의 해킹 조직 '포레스트 블리자드'는 우크라이나를 상대로 한 재래식 <b>군사</b> 작전에 쓸 다양한 위성 및 레이더... ",https://www.news1.kr/articles/5321215,https://n.news.naver.com/mnews/article/421/0007352351?sid=105
6,2024-02-15 10:12:00,미국의 대중(對中) 견제조치 전망과 시사점,"하지만 여전히 미국 일각에서는 현재 대중 견제조치 체계로 중국 <b>군사</b>력 확장과 대만에 대한 위협을... □ 향후 미국의 대중 견제 대상 분야는 바이오테크로 확대 전망 최근 미국의 대중 견제가 <b>AI</b>, 양자컴퓨팅, 첨단반도체... ",http://www.ifs.or.kr/bbs/board.php?bo_table=research&wr_id=10825,http://www.ifs.or.kr/bbs/board.php?bo_table=research&wr_id=10825
7,2024-02-15 09:40:00,"[안보칼럼] ROTC 지원율 급감의 본질, 대책의 현실성과 체감지수는?",특히 &lt;국방혁신 4.0&gt;에서 전력증강 분야는 <b>AI</b>를 비롯한 4차 산업혁명 기술을 적용해야 한다. 첨단 무기체계나 <b>군사</b>용 장비는 단순한 기계가 아닌 복잡하고 정교한 전자제품이기에 이를 다룰 우수인력이 필요하다는... ,http://www.konas.net/article/article.asp?idx=61961,http://www.konas.net/article/article.asp?idx=61961
8,2024-02-15 09:22:00,김수키 부대에 이것도 가세?…전세계서 가장 강력한 무기 될거라는데,<b>AI</b>는 이러한 이메일 생산을 가속화하고 향상하는 데 도움을 줄 수 있다. 러시아의 <b>군사</b>정보 부대인 팬시 베어는 우크라이나 전쟁과 관련이 있는 위성과 레이더 기술을 연구하는 데 이 모델을 사용했다. 에드워드... ,https://www.mk.co.kr/article/10943031,https://n.news.naver.com/mnews/article/009/0005258770?sid=105
9,2024-02-15 08:56:00,"오픈<b>AI</b> &quot;北 해킹조직 김수키, LLM 사용 확인...즉시 차단&quot;","오픈<b>AI</b>는 김수키에 대해 지난 한해 매우 활발하게 활동한 해킹조직이라며, 스피어 피싱 이메일을 사용해 북한에 대한 전문 지식을 갖춘 저명한 개인으로부터 정보를 수집하고 있다고 설명했다. 이 밖에도 러시아 <b>군사</b>... ",https://zdnet.co.kr/view/?no=20240215080048,https://n.news.naver.com/mnews/article/092/0002321329?sid=105
10,2024-02-15 08:34:00,&quot;백신 피하는 코드 작성에 활용&quot;…북·중·러 해커도 '챗GPT' 쓴다,"북한·중국·러시아 정부를 위해 일하는 해커들이 오픈<b>AI</b>의 생성형 인공지능(<b>AI</b>) '챗GPT'를 활용한 것으로... 러시아 <b>군사</b> 정보 기관과 연계된 스트론튬 그룹은 위성 통신 프로토콜, 레이더 이미지 처리 기술 및 특정... ",http://news.mt.co.kr/mtview.php?no=2024021507513517448,https://n.news.naver.com/mnews/article/008/0004998885?sid=104
11,2024-02-15 07:42:00,'대중 강경파' 미 하원의원 내주 대만 방문…라이칭더 지지할 듯,그는 반도체와 인공지능(<b>AI</b>) 기술의 대중국 수출 통제를 강화하는 법안을 주도하고 대만에 대한 무기 판매... 황 교수는 &quot;중국은 통상적인 언어적 반발과 함께 소규모 <b>군사</b>작전과 같은 일상적인 행동으로 대응할 가능성이... ,https://www.news1.kr/articles/5321004,https://n.news.naver.com/mnews/article/421/0007351893?sid=104
12,2024-02-15 07:30:00,[김용삼 칼럼] 선거는 전쟁이다. 이겨야 한다,"건국 대통령은 4·19 의거로 하야, 다음 대통령은 5·16 <b>군사</b> 정변으로 강퇴, 그다음 대통령은 영구차에 실려... 마지막으로 짚고 넘어갈 점은 21세기 <b>AI</b>(인공지능)가 판을 치고, 우주선이 태양계를 벗어나 비행하는 시대에... ",http://www.pennmike.com/news/articleView.html?idxno=76496,http://www.pennmike.com/news/articleView.html?idxno=76496
13,2024-02-15 06:08:00,"[단독]산업부, 방산 수출 힘 싣는다…첨단민군협력지원과 신설","<b>AI</b>(인공지능), 로봇, 드론, 자율주행 등 4차 산업혁명 기술을 <b>군사</b>기술과 접목할 수 있도록 지원하는 역할도 한다. 민간기술을 <b>군사</b>기술에 적용할뿐만 아니라 <b>군사</b>용 첨단기술을 민간에서 활용할 수 있도록 도와준다.... ",http://news.mt.co.kr/mtview.php?no=2024021423253324709,https://n.news.naver.com/mnews/article/008/0004998837?sid=101
14,2024-02-15 05:54:00,인플레이션감축법 폐기 선언에… 전기차 산업 ‘초비상’ [심층기획-트럼프 리...,"인공지능(<b>AI</b>) 등 첨단 전략 분야에 초점이 맞춰진 미국의 대중 견제가 대선 결과와 관계없이 확대·강화될... 중국 <b>군사</b>력을 억제하는 첨단 분야 조치를 내놓고, 중국산 자재 수급 등의 위험 완화(디리스킹) 전략을 편... ",http://www.segye.com/newsView/20240214515573?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0003904402?sid=101
15,2024-02-15 05:47:00,"WSJ &quot;美, 가자지구 이스라엘 공습 때 미국산 무기 오용여부 조사&quot;",앞서 국제 인권 단체 국제앰네스티(<b>AI</b>)는 지난해 10월 중순 이스라엘이 자국 국경과 가까운 레바논 남부... 미 국무부 조사에서 이스라엘이 미국이 제공한 무기를 오용했다는 결론을 내리면 향후 미국의 <b>군사</b>지원 공급을... ,https://www.news1.kr/articles/5320967,https://n.news.naver.com/mnews/article/421/0007351780?sid=104
16,2024-02-15 01:30:00,"美, 이스라엘군 가자 주거지역 '벙커버스터' 투하 가능성 조사",앞서 국제 인권 단체 국제앰네스티(<b>AI</b>)는 지난해 10월 중순 이스라엘이 자국 국경과 가까운 레바논 남부... 미 국무부 조사에서 이스라엘이 미국이 제공한 무기를 오용했다는 결론이 나면 향후 <b>군사</b>적 지원을 중단하거나... ,https://www.yna.co.kr/view/AKR20240215002700072?input=1195m,https://n.news.naver.com/mnews/article/001/0014505749?sid=104
17,2024-02-15 00:28:00,[시론] 지역 인재를 K방산 주역으로 키우자,개전 2주년(2월 24일)을 앞둔 우크라이나 전쟁은 초기에만 하더라도 세계 3위의 압도적 <b>군사</b>력 우위를 차지한... 인공지능(<b>AI</b>) 시스템 개발에 투자를 확대하고 있다. 호주·유럽연합(EU)·일본·이스라엘 등도 디지털 군으로... ,https://www.joongang.co.kr/article/25228759,https://n.news.naver.com/mnews/article/025/0003341437?sid=110
18,2024-02-15 00:02:00,진화하는 야구의 과학,"이를 바탕으로 인공지능(<b>AI</b>)이 스트라이크 여부를 결정하는 것이다. 판정 결과는 경기장에 서 있는 인간... 이는 <b>군사</b>용 레이더를 활용한 기술로, 투수가 공을 던질 때 초속과 종속은 물론 볼의 무브먼트, 회전율... ",http://www.esquirekorea.co.kr/article/84289,http://www.esquirekorea.co.kr/article/84289
19,2024-02-15 00:00:00,"美 대중견제, 다음은 바이오테크…한국 영향은","대중견제가 <b>AI</b>, 양자 컴퓨팅, 첨단반도체 등으로 구체화하는 상황”에서, “다음 견제 대상분야로 바이오테크... 반면 “바이든 정부는 국가 안보를 더 강조하며 중국 <b>군사</b>력을 억제하는 첨단분야 조치와 중국산 자재 수급... ",https://www.junggi.co.kr/article/articleView.html?no=31784,https://www.junggi.co.kr/article/articleView.html?no=31784
20,2024-02-14 22:47:00,"MS &quot;러시아·중국·북한·이란 해커, 오픈<b>AI</b> 사용해 훈련&quot;","14일(현지시간) 로이터에 따르면, 마이크로소프트는 러시아 <b>군사</b>정보부, 이란 혁명수비대, 중국 및 북한 정부와 연계된 해킹 그룹이 오픈<b>AI</b>의 LLM(대규모 언어 모델)을 사용해 해킹하려는 시도를 추적했다고 밝혔다.... ",https://www.hankyung.com/article/202402144268i,https://n.news.naver.com/mnews/article/015/0004948501?sid=101
21,2024-02-14 20:01:00,"&quot;미국의 대중견제, 대선결과 상관없이 강화될 것&quot;","반도체, 인공지능(<b>AI</b>) 등 첨단 전략 분야에 초점이 맞춰진 미국의 대중(對中) 견제가 오는 11월 미국 대선... 그러면서 “이는 바이든 정부가 국가 안보를 강조하며 중국 <b>군사</b>력을 억제하는 첨단분야 조치, 중국산 자재 수급... ",http://www.edaily.co.kr/news/newspath.asp?newsid=04293526638790520,https://n.news.naver.com/mnews/article/018/0005673523?sid=101
22,2024-02-14 18:32:00,[60초 M-브리핑] 손흥민·이강인 불화설 조명···손가락 부상까지?,"◆<b>AI</b>가 설명하는 세줄요약 ▲ 영국 매체 '더선'은 손흥민이 아시안컵 4강전 이전에 팀 동료와의 몸싸움으로... ▶ 영화 ‘서울의 봄’ 정선엽 병장, 조선대 명예졸업장 받아 12·12<b>군사</b>반란에 맞서 육군본부를 지키다... ",http://www.mdilbo.com/detail/MeMRWB/712780,http://www.mdilbo.com/detail/MeMRWB/712780
23,2024-02-14 17:40:00,"&quot;北, 남한에 지하드식 테러 가능성&quot;...섬뜩한 도발 시나리오 [지금이뉴스]",조한범 통일연구원 선임연구위원은 '북한 대남노선 전환 평가 및 대응 방안' 포럼에서 북한이 <b>군사</b>적 긴장... 윤석열 정부 탄핵을 추진할 것으로 내다봤습니다. 기자 | 최두희 <b>AI</b> 앵커 | Y-GO 자막편집 | 박해진 #지금이뉴스,https://www.ytn.co.kr/_ln/0134_202402141740072510,https://n.news.naver.com/mnews/article/052/0001997898?sid=100
24,2024-02-14 17:06:00,진화하는 미 대중 견제…바이오테크·클라우드까지 전방위,인공지능(<b>AI</b>)·양자 컴퓨팅·첨단반도체 등으로 구체화하는 상황에서 다음 견제 대상 분야로 바이오테크... 또 미국의 기존 실물경제 부문 견제 조치는 미 첨단반도체 조달을 통한 중국의 <b>군사</b>력과 첨단산업 경쟁력을... ,http://www.newstomato.com/ReadNews.aspx?no=1219608&inflow=N,http://www.newstomato.com/ReadNews.aspx?no=1219608&inflow=N
25,2024-02-14 16:58:00,“미래전장 선도할 해군 정예전사 양성 박차”,"앞으로 미래전은 인공지능(<b>AI</b>), 유무인 복합체계 등 첨단과학기술 기반으로 펼쳐질 전망이다. 이러한 변화에... 또 필승해군 정체성과 자긍심을 함양하기 위해 해<b>군사</b>(史) 맞춤형 교육자료를 제작·배포하고, 해군 관련... ",https://kookbang.dema.mil.kr/newsWeb/20240215/1/ATCE_CTGR_0010040000/view.do,https://kookbang.dema.mil.kr/newsWeb/20240215/1/ATCE_CTGR_0010040000/view.do
26,2024-02-14 15:07:00,"‘서울의 봄’ 정선엽 병장, 모교 조선대 명예졸업장 받는다",12·12 <b>군사</b> 반란 당시 육군본부를 지키다 반란군의 총탄을 맞고 숨진 정선엽(당시 23살) 병장이 모교인... 정 병장의 졸업사진은 고등학교 때 사진을 활용해 인공지능(<b>AI</b>) 기술로 제작한 것이다. 정 병장은 영화 ‘서울의... ,https://www.hani.co.kr/arti/area/honam/1128314.html,https://n.news.naver.com/mnews/article/028/0002676832?sid=102
27,2024-02-14 14:49:00,"美 대중 견제, 바이오·금융·클라우드로 확대…韓도 대응 전략 짜야","바이든 행정부는 지난해 <b>AI</b>, 양자컴퓨팅, 첨단반도체 등 첨단분야에 대한 대중 견제를 금융·투자 분야로 확대하고 기존 실물분야 대중 무역통제 견제를 추가로 보완·강화했다. 그럼에도 미국 내에선 중국의 <b>군사</b>력... ",http://news.mt.co.kr/mtview.php?no=2024021413523456672,https://n.news.naver.com/mnews/article/008/0004998530?sid=101
28,2024-02-14 14:04:00,[글로벌 이슈] 반도체 보조금 '먼나라 일' 아니다,"미국은 경제 안보를 전면에 내세우면서 <b>군사</b>적으로 전용 가능한 첨단 반도체 기술의 중국 유입을 전면... 삼성전자는 이곳에서 5G(차세대통신), HPC(고성능컴퓨팅), <b>AI</b>(인공지능) 등 다양한 분야의 반도체를 생산한다. 특히... ",http://www.kbiznews.co.kr/news/articleView.html?idxno=97641,http://www.kbiznews.co.kr/news/articleView.html?idxno=97641
29,2024-02-14 12:34:00,"에스라이즈, ASUS TUF A15 FA507UV 런칭","미래를 주도할 AMD Ryzen <b>AI</b>가 내장되어 단순한 게이밍 노트북을 넘어 최고 수준의 다목적, 다중 작업... 미국 국방성 <b>군사</b> 규격인 MIL-STD-810H 밀리터리 등급 표준을 충족하여 내구성이 뛰어나며 사용자의... ",https://kbench.com/?q=node/252708,https://kbench.com/?q=node/252708
30,2024-02-14 12:07:00,‘진화하는 미국의 대중견제’ 조치…“대선결과 관계없이 확대·강화된다&quot;,"반도체, 인공지능(<b>AI</b>) 등 첨단 전략 분야에 초점이 맞춰진 미국의 대중(對中) 견제가 오는 11월 미국 대선... 상업성과 <b>군사</b>기술 개발 목적을 동시에 가질 수 있는 기술로 지목되고 있다&quot;고 전했다. 산업연구원은 향후 미국... ",https://www.busan.com/view/busan/view.php?code=2024021411301188990,https://n.news.naver.com/mnews/article/082/0001255517?sid=101
31,2024-02-14 11:24:00,국내 최초 AMD 호크포인트 탑재 게이밍 노트북 'ASUS TUF A15 FA507UV' 선보여,"미래를 주도할 AMD 라이젠 <b>AI</b>가 내장되어 단순한 게이밍 노트북을 넘어 최고 수준의 다목적, 다중... 미국 국방성 <b>군사</b> 규격인 MIL-STD-810H 밀리터리 등급 표준을 충족하여 내구성이 뛰어나며 사용자의 편의를... ",http://www.ilovepc.co.kr/news/articleView.html?idxno=49053,http://www.ilovepc.co.kr/news/articleView.html?idxno=49053
32,2024-02-14 11:16:00,"미 상원, 95조 원 규모 우크라이나·이스라엘·대만 지원 법안 통과, 하원은 ...","23개 외신 가운데 두 곳 이상에서 보도한 이슈를 포춘코리아 소속 <b>AI</b> 기자(GPT-4 활용)가 선정하고, 전유원... 법안에는 우크라이나에 대한 60조 원 규모의 <b>군사</b> 지원과 이스라엘 지역 미군 운영에 대한 14조 원, 인도... ",https://www.fortunekorea.co.kr/news/articleView.html?idxno=34525,https://www.fortunekorea.co.kr/news/articleView.html?idxno=34525
33,2024-02-14 11:00:00,"&quot;미국의 대중견제, 대선결과 관계없이 더 넓어지고 세진다&quot;","산업연 보고서…대중 경제재재 대상, 바이오테크로 확대 가능성 반도체, 인공지능(<b>AI</b>) 등 첨단 전략 분야에... 상업성과 <b>군사</b>기술 개발 목적을 동시에 가질 수 있는 기술로 지목되고 있다&quot;고 전했다. 산업연구원은 향후 미국... ",https://www.yna.co.kr/view/AKR20240214035200003?input=1195m,https://n.news.naver.com/mnews/article/001/0014503973?sid=101
34,2024-02-14 11:00:00,&quot;반도체·이차전지 다음 제재 품목은 이것&quot;…진화하는 美 대중 견제,"첨단 반도체, 인공지능(<b>AI</b>), 양자컴퓨터 등 미국의 대중(對中) 견제가 점차 세밀화되고 있는 가운데 앞으로... 하지만 여전히 미국 일각에서는 현재 조치만으로는 중국 <b>군사</b>력 확장과 대만에 대한 위협을 억제하고 첨단... ",https://view.asiae.co.kr/article/2024021408512015905,https://n.news.naver.com/mnews/article/277/0005379570?sid=101
35,2024-02-14 10:32:00,"오커스(AUKUS) 동맹국, <b>AI 군사</b> 자율 시스템 테스트 진행","Dstl <b>군사</b> 고문인 러스 애서튼(Russ Atherton) 중령은 <b>AI</b>와 자율성을 성공적으로 활용하면 병사들의 위험을 줄이는 &quot;절대적인 게임 체인저&quot;가 될 것이며, 이 기술은 더 넓은 지역에서 센서 작동 및 물류와 같은 주요... ",http://www.digitalbizon.com/news/articleView.html?idxno=2334612,http://www.digitalbizon.com/news/articleView.html?idxno=2334612
36,2024-02-14 09:34:00,마하9 속도로 '쾅'...러시아가 우크라에 처음 사용한 무기 [지금이뉴스],루빈 소장은 이 초음속 미사일이 <b>군사</b>시설이 없는 민간 지역에 떨어졌다고 설명했습니다. 러시아는 치르콘... 전력을 보강할 필요성이 더욱 높아질 것으로 보입니다. 기자ㅣ류제웅 <b>AI</b> 앵커ㅣY-GO 자막편집 | 이 선 #지금이뉴스,https://www.ytn.co.kr/_ln/0134_202402140934513169,https://n.news.naver.com/mnews/article/052/0001997587?sid=104
37,2024-02-14 09:02:00,[2월 14일자] 리버티코리아포스트 아침 주요 기사,"업계 &quot;신용 신경 써야&quot; 경고 ●북, 대중 무역적자 큰폭으로 증가 ●北, 2019년부터 <b>AI</b> 인력 양성 ●北 &quot;240mm 신형 방사포탄 개발 성공&quot;, 유도 기능 갖춰 ●美 고위 당국자 &quot;한미일, 北 도발·러 <b>군사</b>협력 위협에 함께... ",http://www.lkp.news/news/articleView.html?idxno=43816,http://www.lkp.news/news/articleView.html?idxno=43816
38,2024-02-14 06:02:00,"美 자본, 미·중 갈등으로 中서 줄줄이 빠져 나간다","기술, <b>AI</b> 시스템 등 3개 부문에 대한 중국 기업 투자를 금지하거나 제한한다는 내용을 담고 있다. 미국 정부는 이번 행정명령이 미국 국가 안보와 인권을 위협하는 중국 기술과 <b>군사</b>력을 견제하기 위한 것이라고... ",http://www.g-enews.com/ko-kr/news/article/news_all/20240213082244465037926aa152_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/20240213082244465037926aa152_1/article.html
39,2024-02-14 05:03:00,"인기 없는 ROTC, 필기시험 폐지 ‘고육책’",지원자를 늘리기 위한 고육책으로 학<b>군사</b>관후보생(ROTC) 선발 필기시험이 도입 15년 만에 폐지된다. 13일... 면접평가도 대면 면접 방식에서 인공지능(<b>AI</b>) 온라인 면접과 대면 면접을 혼합하는 방식으로 전환한다. <b>AI</b>... ,https://www.seoul.co.kr/news/newsView.php?id=20240214010008&wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003430184?sid=102
40,2024-02-14 04:01:00,'트럼프 2.0' 행정부 교과서 '프로젝트 2025'에는 뭐가 담겼나?,특히 <b>AI</b>를 위성 이미지에 적용하여 포병화력이 표적을 효율적이면서도 정확히 포착·조준·격파할 수 있는 소프트웨어를 개발 및 활용했다. 기술의 작동원리가 쉬웠던 덕분에 <b>군사</b>훈련을 거의 받지 않은 군인과... ,http://weekly.chosun.com/news/articleView.html?idxno=32068,https://n.news.naver.com/mnews/article/053/0000041508?sid=104
41,2024-02-13 21:16:00,"여자들도 군대가라? 여성징병제, 놀라운 설문조사 결과가 나왔다","지난달 15일에는 인공지능(<b>AI</b>)이 그렸다고 알려진 ‘한국 20대 남녀의 모습’이 공개돼 논란이 됐다. 여성들은 카페에서 즐겁게 담소를 나누고 있지만, 남성들은 혹한의 추위 속에서 <b>군사</b> 훈련을 받고 있었기 때문이다.... ",https://www.wikitree.co.kr/articles/926758,https://www.wikitree.co.kr/articles/926758
42,2024-02-13 20:04:00,"‘지원율 뚝’ ROTC, 2024년부터 필기시험 안 친다","13일 육군에 따르면 최근 육군학생<b>군사</b>학교는 ‘2024년 육군 ROTC 65·66기 선발계획’을 공고했다.... 그동안 면접은 대면면접으로만 진행했지만, 올해부터는 온라인으로 치를 수 있는 인공지능(<b>AI</b>) 면접을 추가했다.... ",http://www.segye.com/newsView/20240213514006?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0003903930?sid=100
43,2024-02-13 18:02:00,"강화되는 글로벌 <b>AI</b>규제, 국내 산업계 미칠 영향은","특히 '사람 얼굴' 등 생체 정보를 <b>AI</b>로 수집할 수 없게 됐다. 정치, 종교, 성차별, 인종차별 및 개인정보침해 등 문제를 방지하기 위함이다. 단, <b>군사</b> 및 범죄수사, 보안 목적으로 사용할 경우에 대한 예외조항은... ",http://www.sisaweek.com/news/articleView.html?idxno=211956,http://www.sisaweek.com/news/articleView.html?idxno=211956
44,2024-02-13 17:40:00,ROTC 필기시험 15년 만에 폐지 고육책,지원자를 늘리기 위한 고육책으로 학<b>군사</b>관후보생(ROTC) 선발 필기시험이 도입 15년 만에 폐지된다. 13일... 면접평가도 대면 면접 방식에서 인공지능(<b>AI</b>) 온라인 면접과 대면 면접을 혼합하는 방식으로 전환한다. <b>AI</b>... ,https://www.seoul.co.kr/news/newsView.php?id=20240213500128&wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003430120?sid=100
45,2024-02-13 17:33:00,ROTC 필기시험 없앤다…지원율 제고 정책 추진,"올해부터 학<b>군사</b>관후보생, ROTC 선발 절차에서 필기시험이 없어집니다. 육군학생<b>군사</b>학교는 최근 기존... 또한 면접 절차도 <b>AI</b> 면접과 대면 면접을 동시에 진행하는 방식으로 강화해 우수 자원을 선발할 것이라고... ",http://www.yonhapnewstv.co.kr/MYH20240213015400641/?input=1825m,https://n.news.naver.com/mnews/article/422/0000644547?sid=100
46,2024-02-13 17:26:00,"바이든-트럼프, 대선서 누가 이기든 중국은 '패자'가 된다?",지난해 5월부터 미국은 인공지능(<b>AI</b>)용 또는 슈퍼컴퓨터 및 <b>군사</b> 응용 프로그램으로 전환될 수 있는 첨단기술의 중국 접근을 막겠다는 명분으로 디리스킹 정책을 공식화했다. 그로부터 3개월 후인 지난해 8월 첨단반도체... ,https://www.radiokorea.com/news/article.php?uid=437969,https://www.radiokorea.com/news/article.php?uid=437969
47,2024-02-13 16:58:00,지원율 급감에…ROTC 필기시험 15년 만에 폐지한다,육군학생<b>군사</b>학교는 올해부터 학<b>군사</b>관후보생(ROTC) 선발 시 필기시험을 없애고 대학성적으로 대체한다고... 이와 함께 면접평가도 대면 면접 방식에서 인공지능(<b>AI</b>) 온라인 면접과 대면 면접을 혼합하는 방식으로... ,https://www.donga.com/news/Society/article/all/20240213/123500324/2,https://n.news.naver.com/mnews/article/020/0003547715?sid=102
48,2024-02-13 16:54:00,"[AT 산업 단신] 포스코, 한화에어로스페이스-한화시스템, 삼성전자, KAI, 삼성...","삼성SDS는 유튜브 채널에서 '인공지능(<b>AI</b>) 시대 오피스&amp;라이프' 스토리 영상을 공개하며 이벤트를... 스톡홀름국제평화연구소(SIPRI)에 따르면 사우디는 2022년 <b>군사</b>비로 750억 달러(약 100조원)를 지출해 미국, 중국... ",https://www.asiatime.co.kr/article/20240213500316,https://www.asiatime.co.kr/article/20240213500316
49,2024-02-13 16:39:00,대통령 대국민 연설·군 총사령관 명령이 가짜?,첨단 무기와 미래 전쟁 - 정교해지는 딥페이크 기술 <b>AI</b> 활용 가짜 사진·동영상 손쉽게 제작 범죄 악용... 적국이 대통령 혹은 군 지휘부의 통신망을 차단하고 조작된 정보로 <b>군사</b>적 공격을 선택하도록 유도하거나... ,https://kookbang.dema.mil.kr/newsWeb/20240214/1/ATCE_CTGR_0020010001/view.do,https://kookbang.dema.mil.kr/newsWeb/20240214/1/ATCE_CTGR_0020010001/view.do
50,2024-02-13 16:19:00,[전남일보]이형석 “민주주의 봄 되찾겠다” 출마 선언,"노태우 <b>군사</b>독재 이전으로 후퇴했다”고 비판했다. 이 의원은 “윤석열 정권 심판을 위해서는 좌고우면하지... 새롭게 조성하는 한편, 인공지능 집적화단지 2단계 추진으로 ‘<b>AI</b> 중심도시 북구’를 건설하겠다”고 약속했다.",http://www.jnilbo.com/72753570783,http://www.jnilbo.com/72753570783
51,2024-02-13 15:35:00,"초급간부 모집 '빨간불'…육군, ROTC 필기시험 15년만에 폐지",육군학생<b>군사</b>학교는 면접평가 시 온라인 인공지능(<b>AI</b>) 면접을 추가한다는 방침도 밝혔다. 체력인증 배점 및 등급은 기존 100점·5개에서 200점·7개로 각각 상향 조정·세분화하기로 했다. 인성검사 방식은 서면이... ,https://www.dailian.co.kr/news/view/1327814/?sc=Naver,https://n.news.naver.com/mnews/article/119/0002799158?sid=100
52,2024-02-13 15:21:00,ROTC 필기시험 15년 만에 폐지…대학성적 대체,"<b>군사</b>학교는 올해부터 면접평가 시 온라인 인공지능(<b>AI</b>) 면접을 추가했다. 또한 체력인증 배점을 기존 100점에서 200점으로 상향 조정했으며, 등급은 5개에서 7개로 세분화했다. 기존 서면으로 치뤄졌던 인성검사 또한... ",http://www.newsis.com/view/?id=NISX20240213_0002624926&cID=10301&pID=10300,https://n.news.naver.com/mnews/article/003/0012370526?sid=100
53,2024-02-13 15:19:00,‘지원율 1.6:1’… ROTC 필기시험 15년 만에 폐지,육군학생<b>군사</b>학교는 올해부터 필기 시험 없이 대학 성적으로 학<b>군사</b>관후보생(ROTC) 뽑기로 했다고 13일... 이와 함께 면접평가도 대면 면접 방식에서 인공지능(<b>AI</b>) 온라인 면접과 대면 면접을 혼합하는 방식으로... ,https://biz.chosun.com/policy/politics/2024/02/13/UZY7BVQUAZBX7AY2V457C2FISM/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0000970042?sid=100
54,2024-02-13 15:10:00,ROTC 15년 만에 필기시험 폐지...왜?,올해부터 학<b>군사</b>관후보생(ROTC) 선발 필기시험이 없어진다. 육군학생<b>군사</b>학교가 최근 발표한 '2024년 육군... 대체했다&quot;며 &quot;<b>AI</b> 면접과 대면 면접을 동시에 진행하는 등 면접을 강화해 우수 자원을 선발할 것&quot;이라고... ,https://kizmom.hankyung.com/news/view.html?aid=202402130200o,https://kizmom.hankyung.com/news/view.html?aid=202402130200o
55,2024-02-13 15:08:00,ROTC 지원율 급감하자...필기시험 15년 만에 폐지 [지금이뉴스],"육군학생<b>군사</b>학교는 올해부터 학<b>군사</b>관후보생, ROTC를 선발할 때 필기시험을 없애고 대학성적으로... 이와 함께 면접평가도 대면 면접 방식에서 인공지능(<b>AI</b>) 온라인 면접과 대면 면접을 혼합하는 방식으로... ",https://www.ytn.co.kr/_ln/0134_202402131508494807,https://n.news.naver.com/mnews/article/052/0001997276?sid=100
